DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES,FLETES,SEGURO
BOL,BOG,2,29862,91,8,0
BOL,BOG,24,1956,24,2,0
BOL,BOG,737,6235,39,89,0
BOL,BOG,216,216,84,15,27338836
BOL,BOG,682,38,436856,608144,14
BOL,BOG,0,44,0,45,48
BOL,BOG,18,3,7,2571266,88
BOL,BOG,0,22,0,112,13
BOL,BOG,38,7,8,45,22269684
BOL,BOG,2,65,2,53,76
BOL,BOG,9,1,85,78,2920613
BOL,BOG,27,5,54,33,2679762
BOL,BOG,5,1,3,1,437197
BOL,BOG,170,72,6120,4,0
BOL,BUN,7878,52,7878,81187,83
BOL,BUN,199,65,199,8332,35
BOL,BUN,176,99,176,6598,98
BOL,BUN,26,13,26,723,14
BOL,BUN,3649,49,3649,14646,63833652
BOL,BUN,25,59,25,84,46
BOL,BUN,658,22,658,2289,35
BOL,BUN,145,59,145,825,4
BOL,BUN,763,46,763,9093,13
BOL,BUN,51,44,51,2510,23
BOL,BUN,5,6,5,175,99
BOL,BUN,1097,11,1097,11690,82
BOL,BUN,421,93,421,1438,69
BOL,BUN,510,25,510,9152,84
BOL,BUN,953,41,953,3986,54
BOL,BUN,34,96,34,350,75
BOL,BUN,2,76,2,164,52
BOL,BUN,3,3,81,37,325072
BOL,BUN,8,58,8,228,36
BOL,BUN,10,0,1,46,54657
BOL,BUN,62,0,67,72,183690
BRA,BOG,1000,10934,46075547,0,21052
BRA,BOG,21000,28623,81,3,0
BRA,BOG,13500,935,3206,13211119,78
BRA,BOG,45925,3107,19946,36,197623
BRA,BOG,3600,114,396,36,39366
BRA,BOG,25375,1620,7195,30573679,5
BRA,BOG,24000,683,2688,88,0
BRA,BOG,23400,735,2116,8944178,11
BRA,BOG,100,100,440,8,0
BRA,BOG,252,252,1134,8,0
BRA,BOG,164,164,8,24,229878028
BRA,BOG,2,1973,5,51,0
BRA,BOG,20,5,776,3298838,62
BRA,BOG,1,2,16019,68066643,5
BRA,BOG,102,75,9156,38906393,4
BRA,BOG,18,5125,3,81,0
BRA,BOG,2066,2066,77,54,108141272
BRA,BOG,720,2673,2,94,0
BRA,BOG,51,86,49,209992,46
BRA,BOG,1323,42744,27,8,0
BRA,BOG,77280,6970,46,46,0
BRA,BOG,1,44872,19,8,0
BRA,BOG,198,198,540,2285073,39
BRA,BOG,2814,2814,12295,51976732,34
BRA,BOG,294,294,802,3392987,76
BRA,BOG,3897,3897,15192,64223565,72
BRA,BOG,4381,4381,14174,59919871,33
BRA,BOG,1008,1780,74,45,173542
BRA,BOG,1105,35,1105,4189,94
BRA,BOG,8740,64,8740,58643,86
BRA,BOG,5023,550,83,36,121012355
BRA,BOG,24000,2712,11464681,0,810
BRA,BOG,9200,1840,7823845,0,0
BRA,BOG,160,160,616,44,0
BRA,BOG,75,75,351,59,0
BRA,BOG,3630,3630,12410,1,0
BRA,BOG,120,2430,10280382,0,0
BRA,BOG,300,10377,44091873,0,0
BRA,BOG,39,39,9,27,7022271
BRA,BOG,2,9,878,3828468,67
BRA,BOG,3,2,25,64,5861823
BRA,BOG,83,61,3,52,34137989
BRA,BOG,109,62,6519,27721330,67
BRA,BOG,1,0,45,28,6875994
BRA,BOG,375,6,12176,51313428,41
BRA,BOG,20,1,1,8,4485104
BRA,BOG,60,1296,5384802,0,0
BRA,BOG,2500,1740,25,6,0
BRA,BOG,1107,1107,45,97,116281451
BRA,BOG,3,9,62,5,7783708
BRA,BOG,1,3,88,77,539562
BRA,BOG,1,50,203041,0,0
BRA,BOG,0,1,0,2,4
BRA,BOG,2,97,2,374,4
BRA,BOG,500,2,44,131599,8
BRA,BOG,8,55,4,18598,59
BRA,BOG,4,4,21,92618,87
BRA,BOG,0,11,0,15,66
BRA,BOG,36,0,18,78,135021
BRA,BOG,0,52,0,113,34
BRA,BOG,0,37,134,79,58
BRA,BOG,0,71,782,921,45
BRA,BOG,99,99,560,2382329,32
BRA,BOG,1000,1000,1887,8021347,18
BRA,BOG,8,0,6,9672339,96
BRA,BOG,0,0,3,5,82143
BRA,BOG,2759,47880,202181594,0,0
BRA,BOG,337,31253,97,2,0
BRA,BOG,1,7,1,221707,2
BRA,BOG,19700,422,6842,28912857,22
BRA,BOG,1248,1248,6480,92,0
BRA,BOG,14,12,14,56,245652
BRA,BOG,48,48,128,48,0
BRA,BOG,2352,2352,10930,47451223,68
BRA,BOG,3177,27,3177,16678,68
BRA,BOG,2500,57300,236111526,12100,0
BRA,BOG,2,0,4,68,429251
BRA,BOG,5,0,25,6,134231
BRA,BOG,1481,275,4,72,180000572
BRA,BOG,2,24,578,2382872,13
BRA,BOG,2,20,68,4,901019
BRA,BOG,4000,15240,64754760,5920,0
BRA,BOG,17950,5770,24398751,0,0
BRA,BOG,99,99,332,1414582,51
BRA,BOG,1272,1272,5946,8,0
BRA,BOG,180,180,599,2597973,84
BRA,BOG,3207,3207,12912,54858083,63
BRA,BOG,1757,87,1757,8180,82
BRA,BOG,48,48,212,92,0
BRA,BOG,45,45,146,617973,75
BRA,BOG,734,4,734,435558,76
BRA,BOG,1,0,5,94,49992
BRA,BOG,1,0,97,52,466935
BRA,BOG,429,429,64,1,1146742251
BRA,BOG,150,150,483,51,0
BRA,BOG,464,9,4,68,45197
BRA,BOG,669,18,13,4,175203
BRA,BOG,2,179310,45,1,0
BRA,BOG,330,3,64,8099990,56
BRA,BOG,4179,83,3301598,3309453,75
BRA,BOG,684540,204,5,76,28005482
BRA,BOG,93,93,72,61,161660
BRA,BOG,10,490,2064125,3052,0
BRA,BOG,0,0,5,81,3828181
BRN,BOG,16,750,3189067,0,0
BGR,BOG,45000,12,4,11422647,0
CYM,BOG,26,26,89,7111655,41
CAN,BOG,34,38,34,93,75
CAN,BOG,3265,6,3265,5738,25
CAN,BOG,17510,3113,5,47,0
CAN,BOG,2340,97,657,45,0
CAN,BOG,600,13,192,4,0
CAN,BOG,7625,3641,6,4,0
CAN,BOG,2000,1010,65,12,0
CAN,BOG,499,4882,22,37,0
CAN,BOG,2885,328,6,1,5666298
CAN,BOG,1160,373,7,1,10468418
CAN,BOG,2705,89,541,2291855,4
CAN,BOG,6330,805,3,55,20772362
CAN,BOG,335,25,122,517043,95
CAN,BOG,297,297,1173,47,0
CAN,BOG,2310,2310,23401,102652844,8
CAN,BOG,1870,1870,17830,78218183,53
CAN,BOG,40,40,124,516353,49
CAN,BOG,812,812,3064,12692240,51
CAN,BOG,160,160,807,3365837,76
CAN,BOG,1189,69,1189,4341,9
CAN,BOG,474,474,1334,5576619,57
CAN,BOG,3041,21,3041,13234,8
CAN,BOG,15,15,240,4,0
CAN,BOG,450,450,3158,13857415,7
CAN,BOG,382,9,382,2819,3
CAN,BOG,16852,81,16852,117947,95
CAN,BOG,36,14,7,56,3374165
CAN,BOG,109,49,29,83,10055168
CAN,BOG,38,14,49,75,3459322
CAN,BOG,438,178,94,89,59268650
CAN,BOG,614,233,25,59,68152062
CAN,BOG,1,0,49,2,53517
CAN,BOG,12,3,97,52,962247
CAN,BOG,259,100,1,84,21761621
CAN,BOG,1140,89,58,42912636,43
CAN,BOG,3811,296,21,95,129618866
CAN,BOG,34,10,88,36,1136512
CAN,BOG,7,3,49,77,266709
CAN,BOG,1,0,48,84,34391
CAN,BOG,29,13,9,8,3095947
CAN,BOG,64,21,15,89,5607710
CAN,BOG,6,0,51,252750,0
CAN,BOG,10,4,57,5778640,0
CAN,BOG,75,26,6,34,4481268
CAN,BOG,40,14,81,43,655498
CAN,BOG,43,13,91,34,7939542
CAN,BOG,10,4,57,11897200,0
CAN,BOG,8,3,66,6798400,0
CAN,BOG,164,58,79,5,9890594
CAN,BOG,27,11,6,96,2344020
CAN,BOG,36,13,71,38,2532823
CAN,BOG,119,44,9,75,9782206
CAN,BOG,282,106,4,16,33631714
CAN,BOG,41,15,47,67,4381572
CAN,BOG,61,23,2,62,3266542
CAN,BOG,294,24,57,1,10455052
CAN,BOG,1809,151,21,3,57730812
CAN,BOG,3,1,13,35,115932
CAN,BOG,16,6,4,78,1898072
CAN,BOG,444,37,11,18229758,72
CAN,BOG,107,38,61,73,6486203
CAN,BOG,8,3,2,69,634513
CAN,BOG,30,2,51,4,1870404
CAN,BOG,21,7,91,65,1532980
CAN,BOG,17430,624,2912,12249036,55
CAN,BOG,8400,352,2054,8624019,9
CAN,BOG,80054,2939,18804,77488094,25
CAN,BOG,1814,1814,5388,22118450,15
CAN,BOG,160,160,671,2720235,11
CAN,BOG,160,160,550,2230135,52
CAN,BOG,120,120,550,2232324,55
CAN,BOG,164,164,626,2537734,83
CAN,BOG,1336,1336,5682,23037477,54
CAN,BOG,300,2,11700,0,120
CAN,BOG,162,3895,16478225,333987,571
CAN,BOG,661,6,71,2075,93
CAN,BOG,495,495,8538,37455935,7
CAN,BOG,10240,8,3642,15409996,92
CAN,BOG,325,2661,75,28,0
CAN,BOG,3430,18672,5,22,0
CAN,BOG,450,450,750,5,0
CAN,BOG,5216,5216,10504,44642693,58
CAN,BOG,9294,9294,17711,75267548,74
CAN,BOG,2173,2173,7537,30608343,69
CAN,BOG,2165,2165,3493,14760217,5
CAN,BOG,306,306,1120,4550403,66
CAN,BOG,165,3,8540,0,0
CAN,BOG,3800,6522,8,2,0
CAN,BOG,6760,8,2973,12635280,26
CAN,BOG,2,6,100,0,0
CAN,BOG,2,6658,4,4,0
CAN,BOG,2,100,405376,0,0
CAN,BOG,10000,1600,6975039,0,0
CAN,BOG,32225,1903,2,8,36469610
CAN,BOG,2200,46,9,1381713,3
CAN,BOG,25684,692,35,3,18205971
CAN,BOG,29368,3392,41,84,108110310
CAN,BOG,3400,71,23,98,2487000
CAN,BOG,17600,574,2969,12450445,77
CAN,BOG,1800,87,555,75,0
CAN,BOG,1460,36,1475,75,0
CAN,BOG,25,244,1032268,0,0
CAN,BOG,984,240,48,69,2279
CAN,BOG,67125,2385,10171,44440972,73
CAN,BOG,113775,3270,15417,66408608,13
CAN,BOG,2720,5888,25668147,498097,0
CAN,BOG,11532,6411,70366,299036496,3
CAN,BOG,8328,420,2770,11766152,19
CAN,BOG,10751,1959,3,97,0
CAN,BOG,90122,2137,12834,54187443,2
CAN,BOG,163420,3650,20871,88144853,81
CAN,BOG,35890,1084,62,2,36423747
CAN,BOG,64440,3067,12279,51903870,92
CAN,BOG,7041,700,37,17,15244342
CAN,BOG,4190,104,798,22,0
CAN,BOG,270,41,216,24,0
CAN,BOG,840,840,4572,19428552,5
CAN,BOG,6000,1820,7499528,174328,0
CAN,BOG,126,197,82,75,19215
CAN,BOG,4000,149,964,4086695,57
CAN,BOG,525,81,388,1645971,49
CAN,BOG,15,8,67,284343,75
CAN,BOG,2,7353,84,14,0
CAN,BOG,16,16,95,404798,96
CAN,BOG,528,528,2680,2,0
CAN,BOG,3200,576,2429597,0,0
CAN,BOG,6,1250,5266536,0,0
CAN,BOG,605,605,3195,85,0
CAN,BOG,15198,4552,5,97,45502
CAN,BOG,20800,517,3048,13285220,56
CAN,BOG,48600,1516,7165,7165,0
CAN,BOG,510,306,1300194,0,0
CAN,BOG,5750,1782,75,22,0
CAN,BOG,840,42,144,4,0
CAN,BOG,7940,201,883,3876052,77
CAN,BOG,120,3,38,168447,74
CAN,BOG,58,91,58,263,25
CAN,BOG,147,147,966,52,0
CAN,BOG,3065,3065,12909,54613790,6
CAN,BOG,84,84,874,3685499,9
CAN,BOG,523,523,1993,8388920,34
CAN,BOG,98,98,368,1555497,78
CAN,BOG,1217,1217,4034,17042857,8
CAN,BOG,3000,66,555,65,54042
CAN,BOG,22910,491,3983,5,39217
CAN,BOG,16,4,69,404541,12
CAN,BOG,31312,1204,14983,62424435,22
CAN,BOG,1700,84,678,2910671,88
CAN,BOG,8730,244,1231,5245415,55
CAN,BOG,16975,363,2291,9694697,56
CAN,BOG,960,71,163,715902,91
CAN,BOG,17309,885,5600,23726555,35
CAN,BOG,1276,626,76,5,0
CAN,BOG,14433,1544,7859,33168203,21
CAN,BOG,125,125,480,8,0
CAN,BOG,540,1593,6564147,0,1542
CAN,BOG,24,24,55,2,512749
CAN,BOG,47109,19,47109,224056,53
CAN,BOG,687,65,687,3932,51
CAN,BOG,131,82,131,821,76
CAN,BOG,2740,95,2740,10603,4
CAN,BOG,2,2,15,95,0
CAN,BOG,148,33,148,783,52
CAN,BOG,93,44,93,795,6
CAN,BOG,1428,37,1428,5332,22532048
CAN,BOG,26,26,103,421266,73
CAN,BOG,232,75,232,1036,2
CAN,BOG,1015,7437,5,27,0
CAN,BOG,1466,1466,5,59,214608228
CAN,BOG,80,31,96,6098517,6
CAN,BOG,370,147,79,35478538,2
CAN,BOG,517,61,517,3260,25
CAN,BOG,343,343,1638,6835922,46
CAN,BOG,126,126,842,3543833,84
CAN,BOG,28,28,117,487032,16
CAN,BOG,1824,1824,5834,24447458,48
CAN,BOG,16775,6,7015,29743939,38
CAN,BOG,597,2539,43,6,0
CAN,BOG,6,4,500,25,0
CAN,BOG,119,35,119,2296,26
CAN,BOG,4,76,32,45,9999809
CAN,BOG,3,84,6399,27127792,23
CAN,BOG,29,4,77,16,496452
CAN,BOG,1,25,105765,0,0
CAN,BOG,1,6,350000,0,0
CAN,BOG,1000,99,2,2589937,35
CAN,BOG,39,66,39,57,4
CAN,BOG,400,7,85,65,104487
CAN,BOG,163656,7469,2,13,184916317
CAN,BOG,113500,4287,24,69103671,6
CAN,BOG,7020,261,1778,7801236,14
CAN,BOG,564,211,5,48,9161451
CAN,BOG,20175,6886,25,42,0
CAN,BOG,153707,8241,28,92,171609754
CAN,BOG,279720,7654,28,56,155865967
CAN,BOG,444585,12561,64223,272802977,6
CAN,BOG,6800,155,3,26,4799402
CAN,BOG,920,38,259,22,0
CAN,BOG,34950,9687,5,55,0
CAN,BOG,900,20,144,68,0
CAN,BOG,700,18,118,98,0
CAN,BOG,8550,195,5,6220995,9
CAN,BOG,13100,341,2319,59,0
CAN,BOG,1657,108,390,1712683,66
CAN,BOG,11100,300,3027,19,0
CAN,BOG,1600,59,332,1460012,4
CAN,BOG,7710,308,1635,6891838,67
CAN,BOG,2420,350,951,4174608,85
CAN,BOG,2660,148,2208,9342323,7
CAN,BOG,20650,381,3308,13996127,6
CAN,BOG,425,425,2428,96,0
CAN,BOG,413,413,2329,9853556,5
CAN,BOG,49250,13669,5,9,1303973
CAN,BOG,78756,1769,12721,54770880,6
CAN,BOG,103031,2674,16881,70259668,12
CAN,BOG,120,30,154,657745,2
CAN,BOG,27,17,62,263862,9
CAN,BOG,6268,1706,7740,32581967,6
CAN,BOG,24303,887,8338,36323947,8
CAN,BOG,84,354,1491225,0,0
CAN,BOG,27,782,8593,36143526,65
CAN,BOG,211643,11920,94,78,265088254
CAN,BOG,2700,513,2079578,0,0
CAN,BOG,2700,270,1137771,0,0
CAN,BOG,22076,847,4087,17407857,96
CAN,BOG,85500,6015,24383366,0,0
CAN,BOG,4200,149,630,0,0
CAN,BOG,6000,573,1147,5022955,29
CAN,BOG,44890,942,67,6,32606932
CAN,BOG,3166,836,6613,29009684,44
CAN,BOG,185161,10812,63914,272820431,5
CAN,BOG,6000,1096,549,2226689,83
CAN,BOG,342,120,307,1299559,3
CAN,BOG,130273,20579,87,78,560995340
CAN,BOG,50840,720,21071,85417222,87
CAN,BOG,642,642,4390,35,0
CAN,BOG,9,1,0,10010,42316173
CAN,BOG,1,7,240,6,0
CAN,BOG,1,2,50,0,0
CAN,BOG,375,98,375,3264,54
CAN,BOG,110,110,3125,0,659
CAN,BOG,1440,4833,9,63,0
CAN,BOG,1,41980,176902460,0,332975
CAN,BOG,1,5432,22882300,365,0
CAN,BOG,402,2,3785,16013874,19
CAN,BOG,248,248,793,3481253,37
CAN,BOG,680,680,3164,24,0
CAN,BOG,368,368,1464,24,0
CAN,BOG,312,312,1670,7327476,86
CAN,BOG,1500,31,5,915474,210
CAN,BOG,400,5,54,224161,72
CAN,BOG,32500,681,4647,20260311,5
CAN,BOG,2675,50,642,2648528,5
CAN,BOG,9000,9757,59670,5933234,0
CAN,BOG,1500,37,5,5,1996440
CAN,BOG,300,5,80,332534,3
CAN,BOG,11000,549,2888,2,2888
CAN,BOG,7425,326,1782,18,15034
CAN,BOG,1600,36,252,1100312,56
CAN,BOG,97600,2580,15713,68501867,84
CAN,BOG,546,133,46,6,3626760
CAN,BOG,700,206,1547,95,144163
CAN,BOG,300,81,1065,25,100151
CAN,BOG,840,56,117,496435,46
CAN,BOG,994,297,25,6,6838154
CAN,BOG,11502,2058,12448,8,111685
CAN,BOG,41883,3058,35,6,40499096
CAN,BOG,6998,6998,3447,95,0
CAN,BOG,15172,504,29,6,16163671
CAN,BOG,69675,1615,4,5,41409981
CAN,BOG,135400,3581,5,86590661,56
CAN,BOG,20800,10558,1,12,1055801
CAN,BOG,13000,1950,8192983,170235,0
CAN,BOG,15691,1707,51,35,47843316
CAN,BOG,85409,26759,19,7,0
CAN,BOG,5950,216,3153,13831358,31
CAN,BOG,10640,334,4082,17908100,78
CAN,BOG,4896,783,36,23,0
CAN,BOG,32100,280,4305,55,0
CAN,BOG,3022,3022,8590,24,0
CAN,BOG,454,454,312,44,0
CAN,BOG,200,2,32,212485,5
CAN,BOG,550,12,7,161404,2
CAN,BOG,550,13,7,6,168203
CAN,BOG,120,3,36,8,71395
CAN,BOG,1560,32,5,36,1780105
CAN,BOG,500,9,65,65,0
CAN,BOG,3400,96,442,8,442
CAN,BOG,4582,297,3615,15237294,1
CAN,BOG,5,6,5,54,227554
CAN,BOG,6584,156,6,6940927,56
CAN,BOG,45560,1146,3,7,29731326
CAN,BOG,546000,12962,5,5,312395607
CAN,BOG,14249,770,16,55,46138847
CAN,BOG,23285,3350,5,21,0
CAN,BOG,6500,70,410,4,0
CAN,BOG,25,31,2,94,0
CAN,BOG,2025,67,5,48,4252660
CAN,BOG,2566,2566,10531,44344127,35
CAN,BOG,99225,32,15045,63926544,92
CAN,BOG,1850,40,514,2136885,64
CAN,BOG,38,5,33,139812,63
CAN,BOG,1000,25,230,2,0
CAN,BOG,27945,657,6752,28664873,68
CAN,BOG,1825,2555,10858009,207585,0
CAN,BOG,1542,782,2791,11863490,43
CAN,BOG,6445,2042,12208,51882797,2
CAN,BOG,375,177,795,45,73855
CAN,BOG,670,291,2378,10107935,23
CAN,BOG,631,1241,7,9,114768
CAN,BOG,33160,1370,4642,19728853,7
CAN,BOG,6050,269,1270,5399256,55
CAN,BOG,2480,253,1041,4426497,93
CAN,BOG,11205,1201,5277,22428906,94
CAN,BOG,2109,332,1593,6753515,53
CAN,BOG,379,379,9396,6,0
CAN,BOG,7490,243,1198,5069963,2
CAN,BOG,60765,1424,12,7,38092301
CAN,BOG,8820,4527,19069987,4527,0
CAN,BOG,22080,6631,4,11,620053
CAN,BOG,6898,1147,2,35,0
CAN,BOG,2340,2123,4,6,0
CAN,BOG,159998,7094,43442,182049069,5
CAN,BOG,24500,370,2372,10399854,35
CAN,BOG,49750,428,4176,2,0
CAN,BOG,840,24,184,773759,44
CAN,BOG,900,34,264,6,0
CAN,BOG,43980,6128,4,81,0
CAN,BOG,1800,450,1973997,0,0
CAN,BOG,4880,119,1511,6372985,44
CAN,BOG,1497,1497,10065,1,0
CAN,BOG,7165,92,7165,46493,36
CAN,BOG,4084,52,4084,26362,36
CAN,BOG,453,453,1216,56,0
CAN,BOG,3,3,1,66,0
CAN,BOG,8,8,18,76048,53
CAN,BOG,266,5,266,755,89
CAN,BOG,139679,139679,600488,2530886895,0
CAN,BOG,15,15,41,6,0
CAN,BOG,2,79,2,10,41414
CAN,BOG,7674,16,7674,46324,65
CAN,BOG,1917,8,1917,8313,54
CAN,BOG,16062,39,16062,68652,83
CAN,BOG,12,12,71,291424,8
CAN,BOG,1474,1474,5264,22817067,87
CAN,BOG,4032,87,4032,18378,13
CAN,BOG,7843,82,7843,47254,58
CAN,BOG,2,2,1,66,0
CAN,BOG,15,15,40,4,0
CAN,BOG,1255,1255,5559,23016949,4
CAN,BOG,1008,1008,10248,42847125,37
CAN,BOG,13363,78,13363,49005,6
CAN,BOG,2166,17,2166,9035,76
CAN,BOG,63548,89,63548,256410,29
CAN,BOG,558,45,558,5915,91
CAN,BOG,476,98,476,4887,76
CAN,BOG,419,6,419,3811,55
CAN,BOG,2852,86,2852,24856,7
CAN,BOG,19,9,1819,7731522,89
CAN,BOG,12300,572,3451,15046468,1
CAN,BOG,179158,4311,24320,106022308,2
CAN,BOG,6400,77,5,2,3918939
CAN,BOG,136632,3939,19071,83138639,52
CAN,BOG,30800,472,5,21750582,54
CAN,BOG,1018,270,1796,7833754,61
CAN,BOG,30800,710,3942,16380435,45
CAN,BOG,3671,595,3849,15916858,3
CAN,BOG,20180,550,5131,21198133,21
CAN,BOG,6932,670,7109,29430653,49
CAN,BOG,745005,31721,14,85,785513198
CAN,BOG,32245,697,5,85,18273950
CAN,BOG,9303,2402,14215,60405734,31
CAN,BOG,113900,3273,16820,73326415,82
CAN,BOG,27835,9381,37,26,308653929
CAN,BOG,41039,17047,72358,307176374,1
CAN,BOG,10449,4512,31445,133561615,5
CAN,BOG,9677,4071,53223,226184440,2
CAN,BOG,975,244,2984,12601211,1
CAN,BOG,974,220,2309,9811472,71
CAN,BOG,335190,15220,49874,211789870,1
CAN,BOG,799,72,175,747014,2
CAN,BOG,313153,156920,752354,3195943199,6049134
CAN,BOG,1086,1086,14484,16,141928
CAN,BOG,7232,2277,76,97,0
CAN,BOG,270,1012,4272046,0,0
CAN,BOG,201815,9443,12,44,216670257
CAN,BOG,436524,10899,76,77,254020009
CAN,BOG,863315,20260,71,7,494276920
CAN,BOG,3600,2280,9604500,0,0
CAN,BOG,19260,599,83,13566740,37
CAN,BOG,167940,6899,66,6,158764638
CAN,BOG,57831,7700,12,32,227802365
CAN,BOG,391100,743,29578,128944992,4
CAN,BOG,238806,9262,49953,208016610,3
CAN,BOG,17750,287,1462,6167498,62
CAN,BOG,269260,3401,25477,106757257,5
CAN,BOG,312,9,74,318396,5
CAN,BOG,780,32,217,925254,78
CAN,BOG,124105,3804,5,3,81783559
CAN,BOG,150,4,37,157557,37
CAN,BOG,59966,7076,5,69,270192629
CAN,BOG,9676,59,9676,56919,78
CAN,BOG,77,77,446,1959082,35
CAN,BOG,113228,95,113228,636077,51
CAN,BOG,3442,22957,73,8,0
CAN,BOG,3320,47,3320,20094,99
CAN,BOG,437,64,437,2686,26
CAN,BOG,1307,1307,8632,34993839,97
CAN,BOG,5320,56,5320,33991,9
CAN,BOG,1318,49,1318,8213,67
CAN,BOG,70,70,595,7,0
CAN,BOG,210,210,760,3334738,93
CAN,BOG,322,322,1036,4547650,41
CAN,BOG,4402,31,4402,13707,6
CAN,BOG,21532,2871,44,56,0
CAN,BOG,288,5,249,62,23265762
CAN,BOG,1184,86,758392,1055752,38
CAN,BOG,1923,1923,6419,27051159,1
CAN,BOG,2114,5236,22106863,0,0
CAN,BOG,3795,3795,24,6,63776490
CAN,BOG,5174,20416,5,48,0
CAN,BOG,450210,317,28,95,35767009
CAN,BOG,72,1904,77,29,0
COL,BOG,71,2,71,1380,31
COL,BOG,89,9,89,1212,82
COL,BOG,344,7,344,7317,2
COL,BOG,518,9328,39634672,0,0
COL,BOG,18,18,18,918,8
COL,BOG,62,9,62,2799,32
COL,BOG,31,32,31,1159,43
COL,BOG,15,5,23,23,825313
COL,BOG,50,17,13,31,2702612
COL,BOG,100,12,13,81,1914204
COL,BOG,110,43,48,27,6857967
COL,BOG,370,54,86,8,8653805
COL,BOG,245,25,92,14,4088477
COL,BOG,20,2,61,58,412508
COL,BOG,259,30,5,23,4811742
COL,BOG,1710,121,1,52,19101546
COL,BOG,86,86,1709,7206226,49
COL,BOG,140,58,140,3458,2
COL,BOG,41,45,41,736,81
COL,BOG,256,69,256,9205,54
COL,BOG,11,4,11,287,24
COL,BOG,22,98,22,100,4
COL,BOG,250,49,250,4688,25
COL,BOG,398,9,398,5342,92
COL,BOG,52,86,52,485,74
COL,BOG,638,77,638,17017,44
COL,BOG,352,76,352,6770,37
COL,BOG,394,2,394,8856,48
COL,BOG,30,14,30,219,1
COL,BOG,9,89,9,486,79
COL,BOG,258,17,258,3264,11
COL,BOG,24,72,24,173,85
COL,BOG,9,34,9,236,89
COL,BOG,69,38,69,2732,11546484
COL,BOG,171,37,171,2275,35
COL,BOG,14,36,14,62,53
COL,BOG,12,36,12,57,95
COL,BOG,65,8,65,448,36
COL,BOG,44,94,44,1177,5014875
COL,BOG,118,22,118,999,68
COL,BOG,3966,7,3966,10649,66
COL,BOG,14,37,14,62,53
COL,BOG,5,2,6,46,1021523
COL,BOG,54,25,85,68,3974947
COL,BOG,18,7,5,24,4401211
COL,BOG,1,1,69,2,341326
COL,BOG,18,3,72,41,1027263
COL,BOG,17,58,29,41,3074412
COL,BOG,116,52,17,5,24449047
COL,BOG,35,11,56,14,4614772
COL,BOG,18,284,28,81,0
COL,BOG,6,2,87,9,5949458
COL,BOG,105,42,28,38,12307105
COL,BOG,2,0,19,91,113140
COL,BOG,16,5,55,72,1111465
COL,BOG,15,8,59,72,1981153
COL,BOG,5,0,49,19,199404
COL,BOG,6,2,33,52,476028
COL,BOG,3,1,18,68,1065139
COL,BOG,1,0,11,59,55090
COL,BOG,34,15,5,16,1801544
COL,BOG,373,160,13,67,48091649
COL,BOG,139,54,42,3,5928220
COL,BOG,220,105,31,97,4416576
COL,BOG,89,35,19,22,7178157
COL,BOG,424,187,46,21,45101059
COL,BOG,223,99,93,1,59712369
COL,BOG,564,249,97,82,17330482
COL,BOG,2,1,68,53,512922
COL,BOG,1,0,17,59,51036
COL,BOG,449,191,34,16,42394374
COL,BOG,88,34,25,59,3674665
COL,BOG,42,19,21,13,10819112
COL,BOG,1,0,14,34,118937
COL,BOG,50,21,7,88,6379337
COL,BOG,11,5,2,88,582872
COL,BOG,16,7,57,87,1095365
COL,BOG,564,227,72,84,13715474
COL,BOG,4,2,46,6,456453
COL,BOG,45,20,65,9,10900401
COL,BOG,679,280,79,7,71062032
COL,BOG,26,7,77,43,1220889
COL,BOG,2008,857,52,96,104556639
COL,BOG,894,398,42,3,75672194
COL,BOG,424,164,65,68,13987977
COL,BOG,104,64,104,6854,97
COL,BOG,178,95,178,4930,25
COL,BOG,25,10,98,46,2661701
COL,BOG,1052,448,87,66,68201484
COL,BOG,2,0,96,43,147209
COL,BOG,106,45,7,2,7789144
COL,BOG,5,2,28,78,375307
COL,BOG,70,29,99,23,2471150
COL,BOG,65,88,65,2224,5
COL,BOG,1162,84,1162,24113,93
COL,BOG,29,12,54,33,1972118
COL,BOG,571,228,77,69,53144199
COL,BOG,119,43,28,39,12416490
COL,BOG,18,7,13,37,1389050
COL,BOG,133,53,38,3,5583127
COL,BOG,26,10,11,62,1411416
COL,BOG,643,266,93,19,34752792
COL,BOG,2,0,21,82,23592
COL,BOG,6,2,87,26,129883
COL,BOG,90,90,624,56,0
COL,BOG,90,90,396,24,0
COL,BOG,90,90,10596,44029275,93
COL,BOG,270,270,3974,56,0
COL,BOG,90,90,1386,84,0
COL,BOG,180,180,660,4,0
COL,BOG,90,90,528,32,0
COL,BOG,57,52,57,2262,4
COL,BOG,538,5,538,10038,12
COL,BOG,1143,55,1143,21523,6
COL,BOG,194,53,194,2195,93
COL,BOG,114,114,3869,15684200,12
COL,BOG,36,9,36,472,94
COL,BOG,65,92,65,1083,35
COL,BOG,406,6,406,7533,36
COL,BOG,724,91,724,6475,31
COL,BOG,115,15,115,1061,88
COL,BOG,7,14,7,229,3
COL,BOG,36,36,186,789338,67
COL,BOG,142,64,142,3983,91
COL,BOG,332,37,332,3501,1
COL,BOG,72,72,820,3330489,71
COL,BOG,5,76,5,176,42
COL,BOG,14,38,14,121,8
COL,BOG,653,10453,9,97,0
